Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
59770,1702006118.0439618,1136600,142075,101,142075,101
57995,1702006118.0439618,1136600,142075,101,142075,101
50303,1702006118.0439618,0,0,0,0,0
