Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
36559,1702010730.9692543,1159672,144959,103,144959,103
14909,1702010730.9692543,1160368,145046,104,145046,104
14932,1702010730.9692543,1148312,143539,102,143539,102
17152,1702010730.9692543,1149016,143627,103,143627,103
51067,1702010730.9692543,1273992,159249,114,159249,114
14909,1702010731.9895444,2256,282,0,145328,104
51067,1702010731.9895444,2480,310,0,159559,114
