Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
18636,1702005992.034629,1130224,141278,100,141278,100
12545,1702005992.034629,1130224,141278,100,141278,100
32584,1702005992.034629,1130224,141278,100,141278,100
