Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
61495,1702006139.8414464,1130216,141277,100,141277,100
50013,1702006139.8414464,1130216,141277,100,141277,100
29736,1702006139.8414464,1130216,141277,100,141277,100
