Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
20902,1702004877.513734,1097304,137163,97,137163,97
36654,1702004877.513734,1097304,137163,97,137163,97
26366,1702004877.513734,1097304,137163,97,137163,97
