Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
29388,1702006131.7136698,1136304,142038,101,142038,101
39626,1702006131.7136698,1136304,142038,101,142038,101
14626,1702006131.7136698,1136304,142038,101,142038,101
