Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
48840,1702010715.5274696,1172696,146587,104,146587,104
21618,1702010715.5274696,1161312,145164,103,145164,103
57085,1702010715.5274696,1162008,145251,104,145251,104
25046,1702010715.5274696,0,0,0,0,0
58625,1702010715.5274696,1172696,146587,104,146587,104
