Port,Timestamp,tput in bits per sec,bytes in last sec,packets in last sec,total bytes,total packets
54721,1702010696.132791,1138576,142322,101,142322,101
51286,1702010696.132791,1127312,140914,100,140914,100
53946,1702010696.132791,1149848,143731,102,143731,102
25731,1702010696.132791,1127312,140914,100,140914,100
24754,1702010696.132791,0,0,0,0,0
